Entity,Code,Year,Under fifteen mortality - Number of deaths 
Eastern Europe and Central Asia (UNICEF),,2013,111237
Eastern Europe and Central Asia (UNICEF),,2014,107040
Eastern and Southern Africa (UNICEF),,1990,2178821
Eastern and Southern Africa (UNICEF),,1991,2193004
Eastern and Southern Africa (UNICEF),,1992,2212368
Eastern and Southern Africa (UNICEF),,1993,2236619
Eastern and Southern Africa (UNICEF),,1994,2336004
Eastern and Southern Africa (UNICEF),,1995,2221157
Eastern and Southern Africa (UNICEF),,1996,2214979
Eastern and Southern Africa (UNICEF),,1997,2204565
Eastern and Southern Africa (UNICEF),,1998,2180074
Eastern and Southern Africa (UNICEF),,1999,2145859
Eastern and Southern Africa (UNICEF),,2000,2103666
Eastern and Southern Africa (UNICEF),,2001,2054236
Eastern and Southern Africa (UNICEF),,2002,1999386
Eastern and Southern Africa (UNICEF),,2003,1940817
Eastern and Southern Africa (UNICEF),,2004,1884160
Eastern and Southern Africa (UNICEF),,2005,1830690
Eastern and Southern Africa (UNICEF),,2006,1779183
Eastern and Southern Africa (UNICEF),,2007,1723062
Eastern and Southern Africa (UNICEF),,2008,1667399
Eastern and Southern Africa (UNICEF),,2009,1604800
Eastern and Southern Africa (UNICEF),,2010,1548791
Eastern and Southern Africa (UNICEF),,2011,1495371
Eastern and Southern Africa (UNICEF),,2012,1441104
Eastern and Southern Africa (UNICEF),,2013,1394547
Eastern and Southern Africa (UNICEF),,2014,1357453
Ecuador,ECU,1990,18594
Ecuador,ECU,1991,17832
Ecuador,ECU,1992,17049
Ecuador,ECU,1993,16224
Ecuador,ECU,1994,15402
Ecuador,ECU,1995,14565
Ecuador,ECU,1996,13739
Ecuador,ECU,1997,12957
Ecuador,ECU,1998,12249
Ecuador,ECU,1999,11603
Ecuador,ECU,2000,10994
Ecuador,ECU,2001,10452
Ecuador,ECU,2002,9975
Ecuador,ECU,2003,9556
Ecuador,ECU,2004,9180
Ecuador,ECU,2005,8836
Ecuador,ECU,2006,8515
Ecuador,ECU,2007,8211
Ecuador,ECU,2008,7908
Ecuador,ECU,2009,7608
Ecuador,ECU,2010,7313
Ecuador,ECU,2011,7031
Ecuador,ECU,2012,6713
Ecuador,ECU,2013,6334
Ecuador,ECU,2014,5974
Egypt,EGY,1990,178730
Egypt,EGY,1991,168390
Egypt,EGY,1992,159856
Egypt,EGY,1993,151277
Egypt,EGY,1994,141660
Egypt,EGY,1995,132518
Egypt,EGY,1996,124049
Egypt,EGY,1997,116549
Egypt,EGY,1998,110243
Egypt,EGY,1999,104437
Egypt,EGY,2000,98873
Egypt,EGY,2001,94207
Egypt,EGY,2002,90069
Egypt,EGY,2003,86511
Egypt,EGY,2004,83447
Egypt,EGY,2005,80967
Egypt,EGY,2006,79106
Egypt,EGY,2007,77856
Egypt,EGY,2008,76750
Egypt,EGY,2009,75560
Egypt,EGY,2010,75276
Egypt,EGY,2011,75074
Egypt,EGY,2012,74737
Egypt,EGY,2013,74606
Egypt,EGY,2014,73929
El Salvador,SLV,1990,11608
El Salvador,SLV,1991,10982
El Salvador,SLV,1992,10393
El Salvador,SLV,1993,9805
El Salvador,SLV,1994,9227
El Salvador,SLV,1995,8668
El Salvador,SLV,1996,8100
El Salvador,SLV,1997,7545
El Salvador,SLV,1998,7204
El Salvador,SLV,1999,6614
El Salvador,SLV,2000,6118
El Salvador,SLV,2001,5842
El Salvador,SLV,2002,5091
El Salvador,SLV,2003,4620
El Salvador,SLV,2004,4200
El Salvador,SLV,2005,3837
El Salvador,SLV,2006,3542
El Salvador,SLV,2007,3289
El Salvador,SLV,2008,3078
El Salvador,SLV,2009,2969
El Salvador,SLV,2010,2748
El Salvador,SLV,2011,2614
El Salvador,SLV,2012,2494
El Salvador,SLV,2013,2380
El Salvador,SLV,2014,2282
Equatorial Guinea,GNQ,1990,4002
Equatorial Guinea,GNQ,1991,4111
Equatorial Guinea,GNQ,1992,4213
Equatorial Guinea,GNQ,1993,4314
Equatorial Guinea,GNQ,1994,4415
Equatorial Guinea,GNQ,1995,4501
Equatorial Guinea,GNQ,1996,4568
Equatorial Guinea,GNQ,1997,4625
Equatorial Guinea,GNQ,1998,4665
Equatorial Guinea,GNQ,1999,4688
Equatorial Guinea,GNQ,2000,4701
Equatorial Guinea,GNQ,2001,4729
Equatorial Guinea,GNQ,2002,4758
Equatorial Guinea,GNQ,2003,4784
Equatorial Guinea,GNQ,2004,4819
Equatorial Guinea,GNQ,2005,4855
Equatorial Guinea,GNQ,2006,4881
Equatorial Guinea,GNQ,2007,4898
Equatorial Guinea,GNQ,2008,4916
Equatorial Guinea,GNQ,2009,4932
Equatorial Guinea,GNQ,2010,4943
Equatorial Guinea,GNQ,2011,4953
Equatorial Guinea,GNQ,2012,4945
Equatorial Guinea,GNQ,2013,4942
Equatorial Guinea,GNQ,2014,4915
Eritrea,ERI,1990,16130
Eritrea,ERI,1991,15548
Eritrea,ERI,1992,13980
Eritrea,ERI,1993,12688
Eritrea,ERI,1994,12004
Eritrea,ERI,1995,11324
Eritrea,ERI,1996,11002
Eritrea,ERI,1997,10674
Eritrea,ERI,1998,10051
Eritrea,ERI,1999,9489
Eritrea,ERI,2000,9017
Eritrea,ERI,2001,8576
Eritrea,ERI,2002,8276
Eritrea,ERI,2003,8055
Eritrea,ERI,2004,7932
Eritrea,ERI,2005,7822
Eritrea,ERI,2006,7607
Eritrea,ERI,2007,7341
Eritrea,ERI,2008,7065
Eritrea,ERI,2009,6888
Eritrea,ERI,2010,6691
Eritrea,ERI,2011,6480
Eritrea,ERI,2012,6277
Eritrea,ERI,2013,6047
Eritrea,ERI,2014,5837
Estonia,EST,1990,523
Estonia,EST,1991,485
Estonia,EST,1992,448
Estonia,EST,1993,403
Estonia,EST,1994,359
Estonia,EST,1995,324
Estonia,EST,1996,294
Estonia,EST,1997,265
Estonia,EST,1998,239
Estonia,EST,1999,217
Estonia,EST,2000,198
Estonia,EST,2001,183
Estonia,EST,2002,166
Estonia,EST,2003,152
Estonia,EST,2004,141
Estonia,EST,2005,132
Estonia,EST,2006,123
Estonia,EST,2007,117
Estonia,EST,2008,110
Estonia,EST,2009,102
Estonia,EST,2010,94
Estonia,EST,2011,87
Estonia,EST,2012,77
Estonia,EST,2013,71
Estonia,EST,2014,65
Eswatini,SWZ,1990,2583
Eswatini,SWZ,1991,2594
Eswatini,SWZ,1992,2691
Eswatini,SWZ,1993,2848
Eswatini,SWZ,1994,3051
Eswatini,SWZ,1995,3213
Eswatini,SWZ,1996,3380
Eswatini,SWZ,1997,3588
Eswatini,SWZ,1998,3763
Eswatini,SWZ,1999,3918
Eswatini,SWZ,2000,4068
Eswatini,SWZ,2001,4179
Eswatini,SWZ,2002,4233
Eswatini,SWZ,2003,4292
Eswatini,SWZ,2004,4334
Eswatini,SWZ,2005,4356
Eswatini,SWZ,2006,4029
Eswatini,SWZ,2007,3896
Eswatini,SWZ,2008,3878
Eswatini,SWZ,2009,3697
Eswatini,SWZ,2010,3331
Eswatini,SWZ,2011,2898
Eswatini,SWZ,2012,2678
Eswatini,SWZ,2013,2582
Eswatini,SWZ,2014,2563
Ethiopia,ETH,1990,551152
Ethiopia,ETH,1991,553774
Ethiopia,ETH,1992,556573
Ethiopia,ETH,1993,555400
Ethiopia,ETH,1994,550670
Ethiopia,ETH,1995,543412
Ethiopia,ETH,1996,535680
Ethiopia,ETH,1997,526702
Ethiopia,ETH,1998,515363
Ethiopia,ETH,1999,503589
Ethiopia,ETH,2000,490820
Ethiopia,ETH,2001,476965
Ethiopia,ETH,2002,461493
Ethiopia,ETH,2003,443442
Ethiopia,ETH,2004,424426
Ethiopia,ETH,2005,405531
Ethiopia,ETH,2006,386493
Ethiopia,ETH,2007,367539
Ethiopia,ETH,2008,348725
Ethiopia,ETH,2009,329458
Ethiopia,ETH,2010,311655
Ethiopia,ETH,2011,295717
Ethiopia,ETH,2012,279823
Ethiopia,ETH,2013,264094
Ethiopia,ETH,2014,250357
Europe,,1990,182758
Europe,,1991,172983
Europe,,1992,165625
Europe,,1993,155513
Europe,,1994,144755
Europe,,1995,135942
Europe,,1996,127587
Europe,,1997,120468
Europe,,1998,113430
Europe,,1999,106391
Europe,,2000,100431
Europe,,2001,95500
Europe,,2002,90848
Europe,,2003,86775
Europe,,2004,82960
Europe,,2005,78858
Europe,,2006,75064
Europe,,2007,72379
Europe,,2008,70735
Europe,,2009,69120
Europe,,2010,67007
Europe,,2011,64771
Europe,,2012,62962
Europe,,2013,61010
Europe,,2014,58715
Europe and Central Asia (UNICEF),,1990,448328
Europe and Central Asia (UNICEF),,1991,432072
Europe and Central Asia (UNICEF),,1992,418162
Europe and Central Asia (UNICEF),,1993,399883
Europe and Central Asia (UNICEF),,1994,380628
Europe and Central Asia (UNICEF),,1995,362100
Europe and Central Asia (UNICEF),,1996,342448
Europe and Central Asia (UNICEF),,1997,321562
Europe and Central Asia (UNICEF),,1998,300376
Europe and Central Asia (UNICEF),,1999,282386
Europe and Central Asia (UNICEF),,2000,259814
Europe and Central Asia (UNICEF),,2001,243308
Europe and Central Asia (UNICEF),,2002,227319
Europe and Central Asia (UNICEF),,2003,212218
Europe and Central Asia (UNICEF),,2004,200236
Europe and Central Asia (UNICEF),,2005,189697
Europe and Central Asia (UNICEF),,2006,180337
Europe and Central Asia (UNICEF),,2007,172888
Europe and Central Asia (UNICEF),,2008,166935
Europe and Central Asia (UNICEF),,2009,161042
Europe and Central Asia (UNICEF),,2010,154234
Europe and Central Asia (UNICEF),,2011,147415
Europe and Central Asia (UNICEF),,2012,141697
Europe and Central Asia (UNICEF),,2013,136591
Europe and Central Asia (UNICEF),,2014,131767
Fiji,FJI,1990,897
Fiji,FJI,1991,864
Fiji,FJI,1992,827
Fiji,FJI,1993,788
Fiji,FJI,1994,752
Fiji,FJI,1995,720
Fiji,FJI,1996,692
Fiji,FJI,1997,667
Fiji,FJI,1998,644
Fiji,FJI,1999,627
Fiji,FJI,2000,613
Fiji,FJI,2001,605
Fiji,FJI,2002,600
Fiji,FJI,2003,600
Fiji,FJI,2004,601
Fiji,FJI,2005,601
Fiji,FJI,2006,604
Fiji,FJI,2007,609
Fiji,FJI,2008,605
Fiji,FJI,2009,597
Fiji,FJI,2010,587
Fiji,FJI,2011,574
Fiji,FJI,2012,566
Fiji,FJI,2013,565
Fiji,FJI,2014,569
Finland,FIN,1990,549
Finland,FIN,1991,533
Finland,FIN,1992,513
Finland,FIN,1993,489
Finland,FIN,1994,464
Finland,FIN,1995,439
Finland,FIN,1996,412
Finland,FIN,1997,390
Finland,FIN,1998,369
Finland,FIN,1999,352
Finland,FIN,2000,339
Finland,FIN,2001,326
Finland,FIN,2002,314
Finland,FIN,2003,306
Finland,FIN,2004,299
Finland,FIN,2005,291
Finland,FIN,2006,282
Finland,FIN,2007,271
Finland,FIN,2008,260
Finland,FIN,2009,250
Finland,FIN,2010,241
Finland,FIN,2011,229
Finland,FIN,2012,219
Finland,FIN,2013,209
Finland,FIN,2014,199
France,FRA,1990,8303
France,FRA,1991,7907
France,FRA,1992,7413
France,FRA,1993,6806
France,FRA,1994,6253
France,FRA,1995,5875
France,FRA,1996,5588
France,FRA,1997,5328
France,FRA,1998,5176
France,FRA,1999,5102
France,FRA,2000,5047
France,FRA,2001,4948
France,FRA,2002,4769
France,FRA,2003,4586
France,FRA,2004,4434
France,FRA,2005,4307
France,FRA,2006,4238
France,FRA,2007,4172
France,FRA,2008,4106
France,FRA,2009,4054
France,FRA,2010,4004
France,FRA,2011,3949
France,FRA,2012,3891
France,FRA,2013,3857
France,FRA,2014,3845
Gabon,GAB,1990,3781
Gabon,GAB,1991,3808
Gabon,GAB,1992,3845
Gabon,GAB,1993,3881
Gabon,GAB,1994,3914
Gabon,GAB,1995,3935
Gabon,GAB,1996,3959
Gabon,GAB,1997,3987
Gabon,GAB,1998,4017
Gabon,GAB,1999,4036
Gabon,GAB,2000,4050
Gabon,GAB,2001,4055
Gabon,GAB,2002,4048
Gabon,GAB,2003,4036
Gabon,GAB,2004,4019
Gabon,GAB,2005,4004
Gabon,GAB,2006,3994
Gabon,GAB,2007,3969
Gabon,GAB,2008,3950
Gabon,GAB,2009,3941
Gabon,GAB,2010,3922
Gabon,GAB,2011,3911
Gabon,GAB,2012,3871
Gabon,GAB,2013,3803
Gabon,GAB,2014,3757
Gambia,GMB,1990,8258
Gambia,GMB,1991,8285
Gambia,GMB,1992,8308
Gambia,GMB,1993,8308
Gambia,GMB,1994,8284
Gambia,GMB,1995,8233
Gambia,GMB,1996,8145
Gambia,GMB,1997,8045
Gambia,GMB,1998,7950
Gambia,GMB,1999,7833
Gambia,GMB,2000,7689
Gambia,GMB,2001,7550
Gambia,GMB,2002,7403
Gambia,GMB,2003,7253
Gambia,GMB,2004,7117
Gambia,GMB,2005,6999
Gambia,GMB,2006,6894
Gambia,GMB,2007,6796
Gambia,GMB,2008,6689
Gambia,GMB,2009,6582
Gambia,GMB,2010,6474
Gambia,GMB,2011,6358
Gambia,GMB,2012,6243
Gambia,GMB,2013,6108
Gambia,GMB,2014,5955
Georgia,GEO,1990,5116
Georgia,GEO,1991,4975
Georgia,GEO,1992,4613
Georgia,GEO,1993,4234
Georgia,GEO,1994,3875
Georgia,GEO,1995,3546
Georgia,GEO,1996,3247
Georgia,GEO,1997,2961
Georgia,GEO,1998,2683
Georgia,GEO,1999,2405
Georgia,GEO,2000,2152
Georgia,GEO,2001,1920
Georgia,GEO,2002,1714
Georgia,GEO,2003,1542
Georgia,GEO,2004,1411
Georgia,GEO,2005,1301
Georgia,GEO,2006,1188
Georgia,GEO,2007,1093
Georgia,GEO,2008,1029
Georgia,GEO,2009,982
Georgia,GEO,2010,931
Georgia,GEO,2011,866
Georgia,GEO,2012,805
Georgia,GEO,2013,765
Georgia,GEO,2014,742
Germany,DEU,1990,9186
Germany,DEU,1991,8544
Germany,DEU,1992,7850
Germany,DEU,1993,7317
Germany,DEU,1994,6809
Germany,DEU,1995,6363
Germany,DEU,1996,6105
Germany,DEU,1997,5938
Germany,DEU,1998,5697
Germany,DEU,1999,5428
Germany,DEU,2000,5203
Germany,DEU,2001,4954
Germany,DEU,2002,4694
Germany,DEU,2003,4478
Germany,DEU,2004,4291
Germany,DEU,2005,4101
Germany,DEU,2006,3907
Germany,DEU,2007,3783
Germany,DEU,2008,3690
Germany,DEU,2009,3566
Germany,DEU,2010,3482
Germany,DEU,2011,3428
Germany,DEU,2012,3379
Germany,DEU,2013,3361
Germany,DEU,2014,3387
Ghana,GHA,1990,89819
Ghana,GHA,1991,87772
Ghana,GHA,1992,86084
Ghana,GHA,1993,84844
Ghana,GHA,1994,83720
Ghana,GHA,1995,82712
Ghana,GHA,1996,81644
Ghana,GHA,1997,80539
Ghana,GHA,1998,79488
Ghana,GHA,1999,78357
Ghana,GHA,2000,77436
Ghana,GHA,2001,76205
Ghana,GHA,2002,74795
Ghana,GHA,2003,73564
Ghana,GHA,2004,72520
Ghana,GHA,2005,72051
Ghana,GHA,2006,71409
Ghana,GHA,2007,70141
Ghana,GHA,2008,68804
Ghana,GHA,2009,67332
Ghana,GHA,2010,65835
Ghana,GHA,2011,64285
Ghana,GHA,2012,62799
Ghana,GHA,2013,61267
Ghana,GHA,2014,59504
Greece,GRC,1990,1417
Greece,GRC,1991,1342
Greece,GRC,1992,1286
Greece,GRC,1993,1239
Greece,GRC,1994,1193
Greece,GRC,1995,1143
Greece,GRC,1996,1092
Greece,GRC,1997,1036
Greece,GRC,1998,976
Greece,GRC,1999,916
Greece,GRC,2000,861
Greece,GRC,2001,810
Greece,GRC,2002,758
Greece,GRC,2003,712
Greece,GRC,2004,670
Greece,GRC,2005,637
Greece,GRC,2006,610
Greece,GRC,2007,588
Greece,GRC,2008,575
Greece,GRC,2009,568
Greece,GRC,2010,556
Greece,GRC,2011,541
Greece,GRC,2012,524
Greece,GRC,2013,512
Greece,GRC,2014,503
Grenada,GRD,1990,76
Grenada,GRD,1991,71
Grenada,GRD,1992,66
Grenada,GRD,1993,60
Grenada,GRD,1994,56
Grenada,GRD,1995,52
Grenada,GRD,1996,50
Grenada,GRD,1997,48
Grenada,GRD,1998,45
Grenada,GRD,1999,42
Grenada,GRD,2000,41
Grenada,GRD,2001,40
Grenada,GRD,2002,37
Grenada,GRD,2003,37
Grenada,GRD,2004,37
Grenada,GRD,2005,37
Grenada,GRD,2006,37
Grenada,GRD,2007,37
Grenada,GRD,2008,38
Grenada,GRD,2009,39
Grenada,GRD,2010,38
Grenada,GRD,2011,39
Grenada,GRD,2012,39
Grenada,GRD,2013,40
Grenada,GRD,2014,41
Guatemala,GTM,1990,31150
Guatemala,GTM,1991,30170
Guatemala,GTM,1992,29255
Guatemala,GTM,1993,28389
Guatemala,GTM,1994,27561
Guatemala,GTM,1995,26785
Guatemala,GTM,1996,25989
Guatemala,GTM,1997,25213
Guatemala,GTM,1998,24487
Guatemala,GTM,1999,23712
Guatemala,GTM,2000,22954
Guatemala,GTM,2001,22318
Guatemala,GTM,2002,21581
Guatemala,GTM,2003,20708
Guatemala,GTM,2004,19876
Guatemala,GTM,2005,19504
Guatemala,GTM,2006,18232
Guatemala,GTM,2007,17531
Guatemala,GTM,2008,16834
Guatemala,GTM,2009,16153
Guatemala,GTM,2010,15563
Guatemala,GTM,2011,15024
Guatemala,GTM,2012,14541
Guatemala,GTM,2013,14036
Guatemala,GTM,2014,13556
Guinea,GIN,1990,71622
Guinea,GIN,1991,72092
Guinea,GIN,1992,72569
Guinea,GIN,1993,72420
Guinea,GIN,1994,71883
Guinea,GIN,1995,70988
Guinea,GIN,1996,70079
Guinea,GIN,1997,69085
Guinea,GIN,1998,67341
Guinea,GIN,1999,65459
Guinea,GIN,2000,63724
Guinea,GIN,2001,61811
Guinea,GIN,2002,59774
Guinea,GIN,2003,57991
Guinea,GIN,2004,56706
Guinea,GIN,2005,55761
Guinea,GIN,2006,55039
Guinea,GIN,2007,54574
Guinea,GIN,2008,54428
Guinea,GIN,2009,54441
Guinea,GIN,2010,54433
Guinea,GIN,2011,54347
Guinea,GIN,2012,54236
Guinea,GIN,2013,54142
Guinea,GIN,2014,54395
Guinea-Bissau,GNB,1990,10936
Guinea-Bissau,GNB,1991,10727
Guinea-Bissau,GNB,1992,10627
Guinea-Bissau,GNB,1993,10588
Guinea-Bissau,GNB,1994,10579
Guinea-Bissau,GNB,1995,10551
Guinea-Bissau,GNB,1996,10478
Guinea-Bissau,GNB,1997,10550
Guinea-Bissau,GNB,1998,10266
Guinea-Bissau,GNB,1999,10109
Guinea-Bissau,GNB,2000,9949
Guinea-Bissau,GNB,2001,9775
Guinea-Bissau,GNB,2002,9616
Guinea-Bissau,GNB,2003,9459
Guinea-Bissau,GNB,2004,9252
Guinea-Bissau,GNB,2005,9029
Guinea-Bissau,GNB,2006,8804
Guinea-Bissau,GNB,2007,8583
Guinea-Bissau,GNB,2008,8310
Guinea-Bissau,GNB,2009,7993
Guinea-Bissau,GNB,2010,7693
Guinea-Bissau,GNB,2011,7451
Guinea-Bissau,GNB,2012,7225
Guinea-Bissau,GNB,2013,7016
Guinea-Bissau,GNB,2014,6804
Guyana,GUY,1990,1460
Guyana,GUY,1991,1391
Guyana,GUY,1992,1337
Guyana,GUY,1993,1293
Guyana,GUY,1994,1251
Guyana,GUY,1995,1211
Guyana,GUY,1996,1172
Guyana,GUY,1997,1132
Guyana,GUY,1998,1095
Guyana,GUY,1999,1054
Guyana,GUY,2000,1012
Guyana,GUY,2001,971
Guyana,GUY,2002,930
Guyana,GUY,2003,890
Guyana,GUY,2004,857
Guyana,GUY,2005,824
Guyana,GUY,2006,794
Guyana,GUY,2007,766
Guyana,GUY,2008,740
Guyana,GUY,2009,717
Guyana,GUY,2010,696
Guyana,GUY,2011,676
Guyana,GUY,2012,657
Guyana,GUY,2013,640
Guyana,GUY,2014,627
Haiti,HTI,1990,42507
Haiti,HTI,1991,41546
Haiti,HTI,1992,40411
Haiti,HTI,1993,39313
Haiti,HTI,1994,38146
Haiti,HTI,1995,36972
Haiti,HTI,1996,35829
Haiti,HTI,1997,34717
Haiti,HTI,1998,33612
Haiti,HTI,1999,32538
Haiti,HTI,2000,31626
Haiti,HTI,2001,30654
Haiti,HTI,2002,29618
Haiti,HTI,2003,28759
Haiti,HTI,2004,28816
Haiti,HTI,2005,27318
Haiti,HTI,2006,26664
Haiti,HTI,2007,26049
Haiti,HTI,2008,25494
Haiti,HTI,2009,24999
Haiti,HTI,2010,55586
Haiti,HTI,2011,23921
Haiti,HTI,2012,23350
Haiti,HTI,2013,22709
Haiti,HTI,2014,22119
High-income countries,,1990,216782
High-income countries,,1991,206598
High-income countries,,1992,195677
High-income countries,,1993,184908
High-income countries,,1994,174680
High-income countries,,1995,165417
High-income countries,,1996,156438
High-income countries,,1997,149208
High-income countries,,1998,142627
High-income countries,,1999,136727
High-income countries,,2000,131910
High-income countries,,2001,127113
High-income countries,,2002,122107
High-income countries,,2003,118198
High-income countries,,2004,114864
High-income countries,,2005,111563
High-income countries,,2006,108995
High-income countries,,2007,107109
High-income countries,,2008,104913
High-income countries,,2009,101882
High-income countries,,2010,98479
High-income countries,,2011,96405
High-income countries,,2012,92206
High-income countries,,2013,89617
High-income countries,,2014,87506
Honduras,HND,1990,12283
Honduras,HND,1991,11947
Honduras,HND,1992,11648
Honduras,HND,1993,11368
Honduras,HND,1994,11084
Honduras,HND,1995,10789
Honduras,HND,1996,10491
Honduras,HND,1997,10213
Honduras,HND,1998,19512
Honduras,HND,1999,9689
Honduras,HND,2000,9406
Honduras,HND,2001,9082
Honduras,HND,2002,8744
Honduras,HND,2003,8399
Honduras,HND,2004,8066
Honduras,HND,2005,7747
Honduras,HND,2006,7449
Honduras,HND,2007,7162
Honduras,HND,2008,6897
Honduras,HND,2009,6646
Honduras,HND,2010,6408
Honduras,HND,2011,6182
Honduras,HND,2012,5975
Honduras,HND,2013,5785
Honduras,HND,2014,5607
Hungary,HUN,1990,2501
Hungary,HUN,1991,2442
Hungary,HUN,1992,2271
Hungary,HUN,1993,2038
Hungary,HUN,1994,1850
Hungary,HUN,1995,1711
Hungary,HUN,1996,1577
Hungary,HUN,1997,1456
Hungary,HUN,1998,1362
Hungary,HUN,1999,1278
Hungary,HUN,2000,1211
Hungary,HUN,2001,1147
Hungary,HUN,2002,1073
Hungary,HUN,2003,1000
Hungary,HUN,2004,940
Hungary,HUN,2005,902
Hungary,HUN,2006,870
Hungary,HUN,2007,827
Hungary,HUN,2008,783
Hungary,HUN,2009,744
Hungary,HUN,2010,696
Hungary,HUN,2011,656
Hungary,HUN,2012,637
Hungary,HUN,2013,623
Hungary,HUN,2014,604
Iceland,ISL,1990,37
Iceland,ISL,1991,36
Iceland,ISL,1992,35
Iceland,ISL,1993,35
Iceland,ISL,1994,33
Iceland,ISL,1995,29
Iceland,ISL,1996,28
Iceland,ISL,1997,27
Iceland,ISL,1998,25
Iceland,ISL,1999,24
Iceland,ISL,2000,23
Iceland,ISL,2001,22
Iceland,ISL,2002,21
Iceland,ISL,2003,19
Iceland,ISL,2004,18
Iceland,ISL,2005,18
Iceland,ISL,2006,18
Iceland,ISL,2007,18
Iceland,ISL,2008,18
Iceland,ISL,2009,17
Iceland,ISL,2010,17
Iceland,ISL,2011,15
Iceland,ISL,2012,15
Iceland,ISL,2013,15
Iceland,ISL,2014,15
India,IND,1990,3895246
India,IND,1991,3805750
India,IND,1992,3725299
India,IND,1993,3636353
India,IND,1994,3547718
India,IND,1995,3458868
India,IND,1996,3362030
India,IND,1997,3258749
India,IND,1998,3153462
India,IND,1999,3044114
India,IND,2000,2940669
India,IND,2001,2844803
India,IND,2002,2736254
India,IND,2003,2614597
India,IND,2004,2492349
India,IND,2005,2366414
India,IND,2006,2235840
India,IND,2007,2111655
India,IND,2008,1996518
India,IND,2009,1887400
India,IND,2010,1778280
India,IND,2011,1668586
India,IND,2012,1561581
India,IND,2013,1458296
India,IND,2014,1349086
Indonesia,IDN,1990,449195
Indonesia,IDN,1991,429162
Indonesia,IDN,1992,409703
Indonesia,IDN,1993,389541
Indonesia,IDN,1994,372449
Indonesia,IDN,1995,356999
Indonesia,IDN,1996,342874
Indonesia,IDN,1997,329466
Indonesia,IDN,1998,314572
Indonesia,IDN,1999,298428
Indonesia,IDN,2000,284005
Indonesia,IDN,2001,271505
Indonesia,IDN,2002,259340
Indonesia,IDN,2003,247708
Indonesia,IDN,2004,295472
Indonesia,IDN,2005,229131
Indonesia,IDN,2006,222287
Indonesia,IDN,2007,216469
Indonesia,IDN,2008,210009
Indonesia,IDN,2009,202177
Indonesia,IDN,2010,194668
Indonesia,IDN,2011,189123
Indonesia,IDN,2012,183637
Indonesia,IDN,2013,175591
Indonesia,IDN,2014,167159
Iran,IRN,1990,125630
Iran,IRN,1991,109655
Iran,IRN,1992,102558
Iran,IRN,1993,93753
Iran,IRN,1994,83166
Iran,IRN,1995,73009
Iran,IRN,1996,65060
Iran,IRN,1997,58454
Iran,IRN,1998,53511
Iran,IRN,1999,49962
Iran,IRN,2000,47084
Iran,IRN,2001,44534
Iran,IRN,2002,42133
Iran,IRN,2003,44430
Iran,IRN,2004,37546
Iran,IRN,2005,35977
Iran,IRN,2006,34683
Iran,IRN,2007,33657
Iran,IRN,2008,32764
Iran,IRN,2009,31839
Iran,IRN,2010,30944
Iran,IRN,2011,30267
Iran,IRN,2012,29974
Iran,IRN,2013,29812
Iran,IRN,2014,29562
Iraq,IRQ,1990,42106
Iraq,IRQ,1991,41798
Iraq,IRQ,1992,41504
Iraq,IRQ,1993,41672
Iraq,IRQ,1994,42414
Iraq,IRQ,1995,42853
Iraq,IRQ,1996,42831
Iraq,IRQ,1997,43021
Iraq,IRQ,1998,43245
Iraq,IRQ,1999,43359
Iraq,IRQ,2000,43425
Iraq,IRQ,2001,43404
Iraq,IRQ,2002,43249
Iraq,IRQ,2003,43192
Iraq,IRQ,2004,43340
Iraq,IRQ,2005,43315
Iraq,IRQ,2006,43149
Iraq,IRQ,2007,42170
Iraq,IRQ,2008,40792
Iraq,IRQ,2009,40611
Iraq,IRQ,2010,41109
Iraq,IRQ,2011,41773
Iraq,IRQ,2012,42100
Iraq,IRQ,2013,42143
Iraq,IRQ,2014,42062
Ireland,IRL,1990,617
Ireland,IRL,1991,581
Ireland,IRL,1992,539
Ireland,IRL,1993,500
Ireland,IRL,1994,470
Ireland,IRL,1995,456
Ireland,IRL,1996,456
Ireland,IRL,1997,463
Ireland,IRL,1998,469
Ireland,IRL,1999,466
Ireland,IRL,2000,459
Ireland,IRL,2001,452
Ireland,IRL,2002,444
Ireland,IRL,2003,428
Ireland,IRL,2004,403
Ireland,IRL,2005,378
Ireland,IRL,2006,364
Ireland,IRL,2007,366
Ireland,IRL,2008,374
Ireland,IRL,2009,376
Ireland,IRL,2010,368
Ireland,IRL,2011,357
Ireland,IRL,2012,344
Ireland,IRL,2013,328
Ireland,IRL,2014,313
Israel,ISR,1990,1456
Israel,ISR,1991,1418
Israel,ISR,1992,1340
Israel,ISR,1993,1254
Israel,ISR,1994,1194
Israel,ISR,1995,1154
Israel,ISR,1996,1144
Israel,ISR,1997,1118
Israel,ISR,1998,1092
Israel,ISR,1999,1077
Israel,ISR,2000,1060
Israel,ISR,2001,1039
Israel,ISR,2002,1015
Israel,ISR,2003,1001
Israel,ISR,2004,978
Israel,ISR,2005,943
Israel,ISR,2006,916
Israel,ISR,2007,900
Israel,ISR,2008,888
Israel,ISR,2009,876
Israel,ISR,2010,865
Israel,ISR,2011,852
Israel,ISR,2012,838
Israel,ISR,2013,825
Israel,ISR,2014,814
Italy,ITA,1990,6677
Italy,ITA,1991,6456
Italy,ITA,1992,6182
Italy,ITA,1993,5849
Italy,ITA,1994,5436
Italy,ITA,1995,5046
Italy,ITA,1996,4710
